Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class
2024-08-01,AEHR,,Semiconductor Equipment & Materials,319.421M,18.709999084472656,18.709999084472656,16.149999618530273,16.549999237060547,16.549999237060547,1842200,1.0,0.9922286669413248,3.0,0.3333333333333333,1842200.0,1.0,0.0,16.549999237060547,16.549999237060547,16.549999237060547,0.06966434853741886,High
2024-08-02,AEHR,,Semiconductor Equipment & Materials,319.421M,15.5,15.869999885559082,14.199999809265137,14.390000343322754,14.390000343322754,2108000,-1.0,0.8596570789813995,4.0,-0.25,-2108000.0,-1.1442840082510042,-0.13051353433907653,15.46999979019165,1.5273498651174342,14.390000343322754,0.09228700516778435,High
2024-08-05,AEHR,,Semiconductor Equipment & Materials,319.421M,13.550000190734863,15.109999656677246,13.260000228881836,15.010000228881836,15.010000228881836,1375200,-1.0,0.9584294954935708,9.0,-0.1111111111111111,-1375200.0,-0.7464987514927803,0.043085467044257086,15.31666660308838,1.1121744485641014,15.010000228881836,0.07695801278376665,High
2024-08-06,AEHR,,Semiconductor Equipment & Materials,319.421M,15.279999732971191,15.300000190734863,13.9399995803833,13.979999542236328,13.979999542236328,1499700,1.0,0.9706237256526948,10.0,0.1,1499700.0,0.814080990120508,-0.06862096408657004,14.982499837875366,1.127515429569646,13.979999542236328,0.06705646308493461,Medium
2024-08-07,AEHR,,Semiconductor Equipment & Materials,319.421M,14.25,14.869999885559082,13.039999961853027,13.039999961853027,13.039999961853027,1073100,-1.0,0.9033593790871756,7.0,-0.1428571428571428,-1073100.0,-0.5825100423406796,-0.0672388849186566,14.593999862670898,1.3069542595697747,13.039999961853027,0.05887141400969252,Medium
2024-08-08,AEHR,,Semiconductor Equipment & Materials,319.421M,13.300000190734863,13.9399995803833,13.270000457763672,13.93000030517578,13.93000030517578,835000,3.0,0.9214680910110472,5.0,0.6,2505000.0,1.0,0.068251560270425,14.483333269755043,1.1999942158242602,13.93000030517578,0.0711710913352079,High
2024-08-09,AEHR,,Semiconductor Equipment & Materials,319.421M,13.8100004196167,13.970000267028809,13.289999961853027,13.289999961853027,13.289999961853027,625600,0.0,0.973367601633072,6.0,0.0,0.0,0.0,-0.04594402938275288,14.3128570829119,1.184661700081696,13.289999961853027,0.06307612762963305,Medium
2024-08-12,AEHR,,Semiconductor Equipment & Materials,319.421M,13.25,13.300000190734863,12.850000381469728,13.149999618530272,13.149999618530272,589000,1.0,0.8749310225248337,4.0,0.25,589000.0,0.235129740518962,-0.010534262131272065,13.82714285169329,0.7207107979376951,-3.399999618530275,0.05441160976863147,Medium
2024-08-13,AEHR,,Semiconductor Equipment & Materials,319.421M,13.34000015258789,13.869999885559082,13.199999809265137,13.760000228881836,13.760000228881836,642100,2.0,0.9999058445294698,3.0,0.6666666666666666,1284200.0,0.5126546906187625,0.04638788045985831,13.737142835344589,0.676700805489294,-0.630000114440918,0.05570146447669299,Medium
2024-08-14,AEHR,,Semiconductor Equipment & Materials,319.421M,13.899999618530272,13.90999984741211,13.199999809265137,13.5600004196167,13.5600004196167,826500,0.0,0.9430224696795144,6.0,0.0,0.0,0.0,-0.014534869617614077,13.530000005449567,0.3782416133082591,-1.4499998092651367,0.0485209880332741,Medium
2024-08-15,AEHR,,Semiconductor Equipment & Materials,319.421M,14.130000114440918,14.989999771118164,13.649999618530272,14.739999771118164,14.739999771118164,995200,4.0,0.9999993443489076,4.0,1.0,3980800.0,1.0,0.08702059845030741,13.6385714667184,0.5827357638220514,0.7600002288818359,0.06007403723695201,Medium
2024-08-16,AEHR,,Semiconductor Equipment & Materials,319.421M,14.600000381469728,14.880000114440918,14.329999923706056,14.68000030517578,14.68000030517578,666700,-1.0,0.8410699367523193,1.0,-1.0,-666700.0,-0.1674788987138263,-0.0040705201407091884,13.872857230050224,0.6297543528310173,1.640000343322752,0.05302481031794561,Medium
2024-08-19,AEHR,,Semiconductor Equipment & Materials,319.421M,14.649999618530272,14.68000030517578,14.010000228881836,14.300000190734863,14.300000190734863,658300,-1.0,0.9254347831010818,4.0,-0.25,-658300.0,-0.165368770096463,-0.02588556584068591,13.925714356558665,0.6505346412152354,0.3699998855590838,0.049315241133068316,Medium
2024-08-20,AEHR,,Semiconductor Equipment & Materials,319.421M,14.34000015258789,14.5600004196167,14.09000015258789,14.140000343322754,14.140000343322754,611300,0.0,0.9559375047683716,2.0,0.0,0.0,0.0,-0.011188800369091978,14.04714298248291,0.5884645600567576,0.8500003814697266,0.043212135022435275,Medium
2024-08-21,AEHR,,Semiconductor Equipment & Materials,319.421M,14.34000015258789,14.65999984741211,14.140000343322754,14.470000267028809,14.470000267028809,505300,-2.0,0.8974372347195944,3.0,-0.6666666666666666,-1010600.0,-0.2538685691318328,0.023338042128258296,14.235714503696986,0.4477295999400925,1.320000648498537,0.03905021184143551,Medium
