Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume
2024-08-01,WDAY,Technology,Software Application,68.744B,227.3300018310547,228.41000366210938,220.38999938964844,222.5800018310547,222.5800018310547,1349100
2024-08-02,WDAY,Technology,Software Application,68.744B,218.47999572753906,220.0,212.1300048828125,214.86000061035156,214.86000061035156,2456500
2024-08-05,WDAY,Technology,Software Application,68.744B,199.99000549316406,212.0,199.80999755859375,207.75,207.75,3103800
2024-08-06,WDAY,Technology,Software Application,68.744B,209.38999938964844,214.0399932861328,207.72000122070312,211.25,211.25,2431800
2024-08-07,WDAY,Technology,Software Application,68.744B,213.33999633789062,220.0500030517578,210.07000732421875,210.2100067138672,210.2100067138672,1918200
2024-08-08,WDAY,Technology,Software Application,68.744B,212.67999267578125,214.11000061035156,210.67999267578125,212.17999267578125,212.17999267578125,2014400
2024-08-09,WDAY,Technology,Software Application,68.744B,212.5,213.4600067138672,211.39999389648438,211.9499969482422,211.9499969482422,2072800
2024-08-12,WDAY,Technology,Software Application,68.744B,211.9499969482422,213.39999389648438,209.8800048828125,210.57000732421875,210.57000732421875,2239000
2024-08-13,WDAY,Technology,Software Application,68.744B,210.49000549316406,217.4499969482422,209.72999572753906,216.38999938964844,216.38999938964844,1819100
2024-08-14,WDAY,Technology,Software Application,68.744B,216.2899932861328,223.6300048828125,216.16000366210938,222.83999633789062,222.83999633789062,2347200
2024-08-15,WDAY,Technology,Software Application,68.744B,225.85000610351562,232.7100067138672,225.3000030517578,231.55999755859375,231.55999755859375,2753500
2024-08-16,WDAY,Technology,Software Application,68.744B,232.08999633789062,232.97000122070312,230.32000732421875,231.74000549316406,231.74000549316406,1580300
2024-08-19,WDAY,Technology,Software Application,68.744B,229.94000244140625,232.6999969482422,229.50999450683594,232.6300048828125,232.6300048828125,2108100
2024-08-20,WDAY,Technology,Software Application,68.744B,232.6300048828125,234.44000244140625,231.02999877929688,232.4600067138672,232.4600067138672,1547000
2024-08-21,WDAY,Technology,Software Application,68.744B,233.0,234.5399932861328,232.2899932861328,233.50999450683594,233.50999450683594,2209900
2024-08-22,WDAY,Technology,Software Application,68.744B,234.64999389648438,236.74000549316406,230.5399932861328,231.0800018310547,231.0800018310547,5123000
2024-08-23,WDAY,Technology,Software Application,68.744B,264.989990234375,265.70001220703125,254.50999450683594,259.95001220703125,259.95001220703125,9701900
2024-08-26,WDAY,Technology,Software Application,68.744B,260.0,262.5,257.45001220703125,260.3699951171875,260.3699951171875,3196800
2024-08-27,WDAY,Technology,Software Application,68.744B,260.0,266.82000732421875,259.42999267578125,264.67999267578125,264.67999267578125,2588000
2024-08-28,WDAY,Technology,Software Application,68.744B,263.9800109863281,264.7799987792969,257.95001220703125,260.29998779296875,260.29998779296875,1851500
2024-08-29,WDAY,Technology,Software Application,68.744B,262.3999938964844,265.3399963378906,261.1099853515625,262.3599853515625,262.3599853515625,1435000
2024-08-30,WDAY,Technology,Software Application,68.744B,262.4100036621094,264.45001220703125,260.3500061035156,263.19000244140625,263.19000244140625,1707400
2024-09-03,WDAY,Technology,Software Application,68.744B,262.989990234375,265.57000732421875,258.82000732421875,260.32000732421875,260.32000732421875,1584700
2024-09-04,WDAY,Technology,Software Application,68.744B,258.8999938964844,260.1000061035156,257.07000732421875,258.6000061035156,258.6000061035156,1172500
2024-09-05,WDAY,Technology,Software Application,68.744B,255.75,257.2799987792969,253.1999969482422,255.7899932861328,255.7899932861328,1446900
2024-09-06,WDAY,Technology,Software Application,68.744B,257.92999267578125,259.6199951171875,251.25,254.60000610351562,254.60000610351562,2252100
2024-09-09,WDAY,Technology,Software Application,68.744B,248.7100067138672,255.8300018310547,248.38999938964844,253.52000427246094,253.52000427246094,2741800
2024-09-10,WDAY,Technology,Software Application,68.744B,256.17999267578125,256.17999267578125,252.32000732421875,255.5800018310547,255.5800018310547,1801800
2024-09-11,WDAY,Technology,Software Application,68.744B,256.0,256.0,247.83999633789062,255.6199951171875,255.6199951171875,1912900
2024-09-12,WDAY,Technology,Software Application,68.744B,256.3800048828125,256.75,250.67999267578125,251.19000244140625,251.19000244140625,1888000
2024-09-13,WDAY,Technology,Software Application,68.744B,251.1300048828125,253.27000427246094,249.75999450683594,250.0500030517578,250.0500030517578,1506800
2024-09-16,WDAY,Technology,Software Application,68.744B,250.22000122070312,253.38999938964844,247.44000244140625,249.2100067138672,249.2100067138672,1658400
2024-09-17,WDAY,Technology,Software Application,68.744B,251.10000610351562,253.5,247.22000122070312,248.1199951171875,248.1199951171875,1696900
2024-09-18,WDAY,Technology,Software Application,68.744B,248.08999633789062,251.44000244140625,243.49000549316406,248.47000122070312,248.47000122070312,2771300
2024-09-19,WDAY,Technology,Software Application,68.744B,256.5,257.2099914550781,247.02999877929688,247.42999267578125,247.42999267578125,2768900
2024-09-20,WDAY,Technology,Software Application,68.744B,246.49000549316406,249.1699981689453,246.17999267578125,248.2899932861328,248.2899932861328,3902000
2024-09-23,WDAY,Technology,Software Application,68.744B,248.9199981689453,249.1699981689453,244.05999755859375,245.02999877929688,245.02999877929688,1387700
2024-09-24,WDAY,Technology,Software Application,68.744B,245.05999755859375,249.30999755859375,244.5800018310547,246.9499969482422,246.9499969482422,1350700
2024-09-25,WDAY,Technology,Software Application,68.744B,245.25999450683594,246.1199951171875,242.5,243.3699951171875,243.3699951171875,1262700
2024-09-26,WDAY,Technology,Software Application,68.744B,244.99000549316406,245.7899932861328,241.58999633789062,245.42999267578125,245.42999267578125,1517000
2024-09-27,WDAY,Technology,Software Application,68.744B,245.42999267578125,245.6199951171875,242.5399932861328,243.6199951171875,243.6199951171875,1237900
2024-09-30,WDAY,Technology,Software Application,68.744B,243.16000366210938,245.41000366210938,241.5399932861328,244.41000366210938,244.41000366210938,1188800
2024-10-01,WDAY,Technology,Software Application,68.744B,243.94000244140625,244.5,237.5399932861328,240.66000366210938,240.66000366210938,2631600
2024-10-02,WDAY,Technology,Software Application,68.744B,240.60000610351562,240.60000610351562,233.3300018310547,237.14999389648438,237.14999389648438,2238700
2024-10-03,WDAY,Technology,Software Application,68.744B,235.36000061035156,242.47999572753906,235.0,240.94000244140625,240.94000244140625,1682500
2024-10-04,WDAY,Technology,Software Application,68.744B,244.89999389648438,246.91000366210938,241.55999755859375,242.35000610351562,242.35000610351562,1621500
2024-10-07,WDAY,Technology,Software Application,68.744B,240.02999877929688,241.6199951171875,235.0,235.47000122070312,235.47000122070312,2084300
2024-10-08,WDAY,Technology,Software Application,68.744B,235.9499969482422,239.64999389648438,234.49000549316406,239.47000122070312,239.47000122070312,1529800
2024-10-09,WDAY,Technology,Software Application,68.744B,239.64999389648438,241.5,238.69000244140625,240.77000427246094,240.77000427246094,1237100
2024-10-10,WDAY,Technology,Software Application,68.744B,238.80999755859375,246.64999389648438,238.80999755859375,245.16000366210938,245.16000366210938,1805200
2024-10-11,WDAY,Technology,Software Application,68.744B,242.75,244.47000122070312,240.05999755859375,240.89999389648438,240.89999389648438,1713200
2024-10-14,WDAY,Technology,Software Application,68.744B,242.3699951171875,242.97000122070312,240.1199951171875,242.47000122070312,242.47000122070312,1155600
2024-10-15,WDAY,Technology,Software Application,68.744B,242.55999755859375,247.72000122070312,242.05999755859375,244.8300018310547,244.8300018310547,2187200
2024-10-16,WDAY,Technology,Software Application,68.744B,244.83999633789062,245.99000549316406,239.49000549316406,240.22000122070312,240.22000122070312,1299800
2024-10-17,WDAY,Technology,Software Application,68.744B,240.5,244.5800018310547,240.4600067138672,243.27000427246094,243.27000427246094,1494100
2024-10-18,WDAY,Technology,Software Application,68.744B,243.27000427246094,245.75999450683594,242.17999267578125,244.47999572753906,244.47999572753906,955800
2024-10-21,WDAY,Technology,Software Application,68.744B,243.25999450683594,244.7100067138672,242.25999450683594,243.75,243.75,898400
2024-10-22,WDAY,Technology,Software Application,68.744B,244.0800018310547,247.08999633789062,243.32000732421875,246.75999450683594,246.75999450683594,1647300
2024-10-23,WDAY,Technology,Software Application,68.744B,246.8699951171875,247.0,241.52999877929688,242.0399932861328,242.0399932861328,1875000
2024-10-24,WDAY,Technology,Software Application,68.744B,244.38999938964844,244.5800018310547,235.47999572753906,236.82000732421875,236.82000732421875,1553300
2024-10-25,WDAY,Technology,Software Application,68.744B,239.57000732421875,243.3800048828125,237.58999633789062,237.7100067138672,237.7100067138672,1339900
2024-10-28,WDAY,Technology,Software Application,68.744B,239.8300018310547,239.91000366210938,234.63999938964844,234.9499969482422,234.9499969482422,1259500
2024-10-29,WDAY,Technology,Software Application,68.744B,235.52000427246094,239.8300018310547,234.0,238.6300048828125,238.6300048828125,1110000
2024-10-30,WDAY,Technology,Software Application,68.744B,236.92999267578125,240.5,236.50999450683594,238.27999877929688,238.27999877929688,952700
2024-10-31,WDAY,Technology,Software Application,68.744B,238.0399932861328,238.0399932861328,233.75,233.85000610351562,233.85000610351562,1415800
