Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days)
2024-08-01,ONTO,,Semiconductor Equipment & Materials,7.83B,186.41000366210935,190.72999572753903,169.88999938964844,173.6699981689453,173.6699981689453,791200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.6699981689453,173.6699981689453,173.6699981689453
2024-08-02,ONTO,,Semiconductor Equipment & Materials,7.83B,165.1199951171875,167.94400024414062,157.2100067138672,158.4499969482422,158.4499969482422,1280300,1.0,0.9469646369588788,58.0,0.0172413793103448,1280300.0,1.0,-0.0876374813218872,166.05999755859375,10.76216607282671,158.4499969482422
2024-08-05,ONTO,,Semiconductor Equipment & Materials,7.83B,146.0,166.5749969482422,145.14500427246094,166.27999877929688,166.27999877929688,1375300,1.0,0.927352854183742,28.0,0.0357142857142857,1375300.0,1.0,0.04941623213544366,166.13333129882812,7.611060556973742,166.27999877929688
2024-08-06,ONTO,,Semiconductor Equipment & Materials,7.83B,167.60000610351562,171.0800018310547,164.36000061035156,168.49000549316406,168.49000549316406,803000,7.0,0.9466146955618988,37.0,0.1891891891891892,5621000.0,1.0,0.013290875211038111,166.7224998474121,6.325132951106761,168.49000549316406
2024-08-07,ONTO,,Semiconductor Equipment & Materials,7.83B,173.63999938964844,175.91000366210938,163.44000244140625,164.0,164.0,605700,0.0,0.0,0.0,0.0,0.0,0.0,-0.026648497517831826,166.1779998779297,5.611406349634127,164.0
2024-08-08,ONTO,,Semiconductor Equipment & Materials,7.83B,170.52000427246094,178.44000244140625,166.8249969482422,177.80999755859375,177.80999755859375,930200,0.0,0.0,0.0,0.0,0.0,0.0,0.08420730218654726,168.11666615804037,6.909476582954771,177.80999755859375
2024-08-09,ONTO,,Semiconductor Equipment & Materials,7.83B,190.0,201.91000366210935,190.0,192.94000244140625,192.94000244140625,1295400,0.0,0.0,0.0,0.0,0.0,0.0,0.08509085591673049,171.66285705566406,11.305412187033449,192.94000244140625
2024-08-12,ONTO,,Semiconductor Equipment & Materials,7.83B,192.07000732421875,194.97999572753903,187.72000122070312,192.3300018310547,192.3300018310547,789600,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031616077673515264,174.32857186453683,13.785463829308114,18.660003662109375
2024-08-13,ONTO,,Semiconductor Equipment & Materials,7.83B,195.1999969482422,199.8000030517578,193.6000061035156,199.7899932861328,199.7899932861328,570100,-2.0,0.9773008552464572,11.0,-0.1818181818181818,-1140200.0,-0.2028464685998932,0.038787455852213215,180.23428562709265,14.675641564931171,41.339996337890625
2024-08-14,ONTO,,Semiconductor Equipment & Materials,7.83B,201.47999572753903,203.8300018310547,196.22999572753903,199.11000061035156,199.11000061035156,444600,0.0,0.0,0.0,0.0,0.0,0.0,-0.003403537207228302,184.92428588867188,14.718721126382887,32.83000183105469
2024-08-15,ONTO,,Semiconductor Equipment & Materials,7.83B,205.05999755859375,211.27000427246097,203.7209930419922,210.8800048828125,210.8800048828125,379800,0.0,0.0,0.0,0.0,0.0,0.0,0.05911307436282054,190.98000008719308,15.528235383663747,42.38999938964844
2024-08-16,ONTO,,Semiconductor Equipment & Materials,7.83B,207.55999755859375,211.02000427246097,206.5500030517578,209.13999938964844,209.13999938964844,279700,-10.0,0.9443004477024078,75.0,-0.1333333333333333,-2797000.0,-2797000.0,-0.008251163945728224,197.42857142857142,11.236348964626064,45.13999938964844
2024-08-19,ONTO,,Semiconductor Equipment & Materials,7.83B,214.75,218.41000366210935,207.3500061035156,213.97000122070312,213.97000122070312,353900,2.0,0.9754158448089252,22.0,0.0909090909090909,707800.0,1.0,0.023094586617339985,202.5942862374442,8.75091824514356,36.160003662109375
2024-08-20,ONTO,,Semiconductor Equipment & Materials,7.83B,213.97000122070312,215.67999267578125,209.5,210.0500030517578,210.0500030517578,287000,0.0,0.0,0.0,0.0,0.0,0.0,-0.01832031661719702,205.03857203892298,7.958561499466471,17.110000610351562
2024-08-21,ONTO,,Semiconductor Equipment & Materials,7.83B,211.02000427246097,215.83999633789065,209.27000427246097,215.75,215.75,410500,-4.0,0.9196849841029704,119.0,-0.0336134453781512,-1642000.0,-2.319864368465668,0.027136381173189728,208.38428606305803,6.517956258965262,23.419998168945312
2024-08-22,ONTO,,Semiconductor Equipment & Materials,7.83B,215.77000427246097,217.9900054931641,207.7749938964844,208.07000732421875,208.07000732421875,276900,0.0,0.0,0.0,0.0,0.0,0.0,-0.03559672155634419,209.56714521135603,5.343927007982954,8.280014038085938
2024-08-23,ONTO,,Semiconductor Equipment & Materials,7.83B,211.08999633789065,214.38999938964844,206.97999572753903,212.9600067138672,212.9600067138672,338300,0.0,0.0,0.0,0.0,0.0,0.0,0.023501702395909208,211.54571751185827,2.771934725379858,13.850006103515625
2024-08-26,ONTO,,Semiconductor Equipment & Materials,7.83B,212.63999938964844,213.42999267578125,207.8999938964844,208.4199981689453,208.4199981689453,464400,0.0,0.0,0.0,0.0,0.0,0.0,-0.021318596928022404,211.1942879813058,3.0156304435440773,-2.4600067138671875
2024-08-27,ONTO,,Semiconductor Equipment & Materials,7.83B,206.52000427246097,211.47000122070312,203.38999938964844,210.3300018310547,210.3300018310547,256100,0.0,0.0,0.0,0.0,0.0,0.0,0.009164205349244448,211.36428833007812,2.9122943399149075,1.19000244140625
2024-08-28,ONTO,,Semiconductor Equipment & Materials,7.83B,208.0,211.02000427246097,202.77999877929688,206.7899932861328,206.7899932861328,423400,1.0,0.9924093425273895,10.0,0.1,423400.0,1.0,-0.016830735102476457,210.3385729108538,3.0999607676510452,-7.1800079345703125
2024-08-29,ONTO,,Semiconductor Equipment & Materials,7.83B,209.4600067138672,215.92999267578125,208.2949981689453,209.05999755859375,209.05999755859375,234800,0.0,0.0,0.0,0.0,0.0,0.0,0.010977341003730157,210.1971435546875,3.137674486361487,-0.9900054931640625
2024-08-30,ONTO,,Semiconductor Equipment & Materials,7.83B,213.8500061035156,214.8999938964844,210.16000366210935,213.22000122070312,213.22000122070312,456500,0.0,0.9044312715530396,5.0,0.0,0.0,0.0,0.01989861145455829,209.8357151576451,2.4650573846465647,-2.529998779296875
2024-09-03,ONTO,,Semiconductor Equipment & Materials,7.83B,207.2400054931641,208.7400054931641,185.02000427246097,186.77000427246097,186.77000427246097,559800,0.0,0.0,0.0,0.0,0.0,0.0,-0.12405026168658484,206.79285757882255,9.13377857395739,-21.300003051757784
2024-09-04,ONTO,,Semiconductor Equipment & Materials,7.83B,184.30999755859375,191.4199981689453,181.63999938964844,187.8800048828125,187.8800048828125,487100,0.0,0.0,0.0,0.0,0.0,0.0,0.0059431417516715435,203.21000017438615,11.03297832720854,-25.080001831054688
